state,covered,critic_pred,true_value,abs_error,signed_error
184,True,-0.8990041613578796,-0.9772330627656115,0.07822890140773187,0.07822890140773187
185,True,-0.7233418822288513,-0.9994459766033911,0.27610409437453975,0.27610409437453975
186,True,-0.7508584856987,-0.9997574211519527,0.2488989354532527,0.2488989354532527
187,True,-0.8018631935119629,-0.9997641883148787,0.1979009948029158,0.1979009948029158
188,True,-0.710310697555542,-0.9995201281080273,0.28920943055248527,0.28920943055248527
189,True,-0.729401171207428,-0.9994933262088975,0.27009215500146955,0.27009215500146955
190,True,-0.5157756209373474,-0.9996861452352495,0.48391052429790204,0.48391052429790204
191,True,-0.5416077971458435,-0.9996894601192647,0.45808166297342123,0.45808166297342123
192,True,-0.534340500831604,-0.9997033499531284,0.46536284912152437,0.46536284912152437
193,True,-0.4208984673023224,-0.9997121634344842,0.5788136961321618,0.5788136961321618
194,True,-0.3429866135120392,-0.24089841535797948,0.1020881981540597,-0.1020881981540597
195,True,-0.32410213351249695,-0.23181905513651094,0.09228307837598601,-0.09228307837598601
196,True,-0.25301212072372437,-0.22305595419780913,0.029956166525915234,-0.029956166525915234
197,True,-0.29625198245048523,-0.21401833493677103,0.0822336475137142,-0.0822336475137142
198,True,-0.20572498440742493,-0.2055742119601498,0.00015077244727512706,-0.00015077244727512706
199,True,-0.2144375741481781,-0.17289363208706632,0.04154394206111178,-0.04154394206111178
200,True,-0.03574562817811966,-0.12934921686188258,0.09360358868376292,0.09360358868376292
201,True,-0.13736853003501892,-0.09715315744393188,0.04021537259108704,-0.04021537259108704
202,True,-0.3128860592842102,-1.00000090500067,0.6871148457164598,0.6871148457164598
203,True,-0.29758480191230774,-1.0000010101165577,0.70241620820425,0.70241620820425
204,True,-0.4201672375202179,-1.0000009834705246,0.5798337459503067,0.5798337459503067
205,False,0.12491277605295181,-1.0000001022167473,1.124912878269699,1.124912878269699
206,False,0.10233836621046066,-1.0000000391352024,1.102338405345663,1.102338405345663
207,False,0.25344476103782654,-0.9999999763340531,1.2534447373718796,1.2534447373718796
208,False,0.1891009509563446,-1.000000162351253,1.1891011133075977,1.1891011133075977
209,False,0.30709385871887207,-1.0000001999723578,1.3070940586912299,1.3070940586912299
210,False,-0.9115117192268372,-0.9999999241281765,0.08848820490133935,0.08848820490133935
211,False,-1.0315306186676025,-0.9999981598010335,0.03153245886656908,-0.03153245886656908
212,False,-0.7193158268928528,-0.9999981983446228,0.28068237145177,0.28068237145177
213,False,-0.8412942290306091,-0.9999981853024498,0.15870395627184064,0.15870395627184064
214,True,-0.7052227854728699,-0.9988564131986806,0.2936336277258107,0.2936336277258107
215,True,-0.7600408792495728,-0.9994412447600854,0.2394003655105127,0.2394003655105127
216,True,-0.8140208125114441,-0.9997612685730458,0.18574045606160172,0.18574045606160172
217,True,-0.7778769731521606,-0.999768518641505,0.2218915454893443,0.2218915454893443
218,True,-0.7469120621681213,-0.9995308253578261,0.2526187631897048,0.2526187631897048
219,True,-0.7068676948547363,-0.99946867101966,0.29260097616492364,0.29260097616492364
220,True,-0.4554040729999542,-0.9996779629931724,0.5442738899932181,0.5442738899932181
221,True,-0.6041157245635986,-0.9996741570298648,0.3955584324662662,0.3955584324662662
222,True,-0.4562239348888397,-0.9996915806100265,0.5434676457211868,0.5434676457211868
223,True,-0.5104016065597534,-0.999798023739096,0.48939641717934257,0.48939641717934257
224,True,-0.29227155447006226,-0.9997929010389169,0.7075213465688547,0.7075213465688547
225,True,-0.39169055223464966,-0.9997903567974609,0.6080998045628112,0.6080998045628112
226,True,-0.42663443088531494,-0.9997874120746602,0.5731529811893452,0.5731529811893452
227,True,-0.26052457094192505,-0.20470169839843294,0.05582287254349211,-0.05582287254349211
228,True,-0.19897159934043884,-0.19574524672883192,0.0032263526116069197,-0.0032263526116069197
229,True,-0.22894403338432312,-0.18639626752936356,0.04254776585495956,-0.04254776585495956
230,True,-0.170813649892807,-0.15564651682112038,0.015167133071686628,-0.015167133071686628
231,True,-0.06844141334295273,-0.08591110314820388,0.017469689805251154,0.017469689805251154
232,True,-0.11605775356292725,-0.07553569561453341,0.040522057948393836,-0.040522057948393836
233,True,0.022880785167217255,-0.055237062655414754,0.07811784782263201,0.07811784782263201
