state,row,col,covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,total_samples,log_coverage,goal_distance,start_distance,hazard_distance,local_connectivity
196,6,16,True,0.2011856332909342,3,3,0,0.7999999999999999,0.9385602077137538,0.0384568987781592,-0.7373745744228196,0,0.0,-0.2230559541978091,-0.2530120611190796,0.0299561069212704,3488,8.157370441186774,44,30,20,3
197,6,17,True,0.2150893492809641,1,3,1,0.7378647873726218,0.9385602077137538,0.0384568987781592,-0.7234708584327896,0,0.0,-0.214018334936771,-0.2962520122528076,0.0822336773160365,3366,8.121777419161074,43,31,20,3
198,6,18,True,0.2278343082500714,1,1,0,0.1999999999999999,0.9385602077137538,0.0384568987781592,-0.7107258994636825,0,0.0,-0.2055742119601498,-0.2057250142097473,0.0001508022495975,3162,8.059276223305648,42,32,19,3
199,6,19,True,0.270679887343212,0,0,0,0.1999999999999999,0.942320761208472,0.0347085107801228,-0.6716408738652598,0,0.0,-0.1728936320870663,-0.2144375741481781,0.0415439420611117,6045,8.707152175339404,39,35,16,2
200,6,20,True,0.3138330068265947,3,3,0,0.632455532033676,0.9429698638368402,0.03406177942812,-0.6291368570102455,0,0.0,-0.1293492168618825,-0.0357456281781196,0.0936035886837629,5315,8.578476419833136,36,38,13,3
201,6,21,True,0.3285036754200274,1,1,0,1.0,0.944956776856968,0.0320827202191135,-0.6164531014369407,0,0.0,-0.0971531574439318,-0.1373684406280517,0.0402152831841198,3410,8.134760782418645,37,39,14,2
202,6,22,True,-0.9999989913057302,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,-0.1339786661636923,0,0.0,-1.00000090500067,-0.312885969877243,0.6871149351234269,15,2.772588722239781,54,42,18,2
203,6,23,True,-0.9999989913057302,1,3,1,0.7378647873726218,-0.8660203251420379,0.0,-0.1339786661636923,0,0.0,-1.0000010101165575,-0.2975849211215973,0.7024160889949604,276,5.6240175061873385,55,43,19,3
204,6,24,True,-0.9999989913057302,2,2,0,0.8944271909999159,-0.8660203251420379,0.0,-0.1339786661636923,0,0.0,-1.0000009834705246,-0.4201672077178955,0.5798337757526291,290,5.673323267171493,56,44,20,1
214,7,4,True,-0.6184021466597054,3,2,1,0.2581988897471611,0.9098585073819144,0.0671106037618125,-1.52826065404162,0,0.0,-0.9988564131986806,-0.7052227854728699,0.2936336277258107,185,5.225746673713202,57,11,21,2
215,7,5,True,-0.6222181249677922,2,0,1,0.2108185106778919,0.9193545681133888,0.0576251347416019,-1.541572693081181,0,0.0,-0.9994412447600854,-0.760040819644928,0.2394004251151574,322,5.777652323222656,56,12,20,3
216,7,6,True,-0.6370702842698478,0,0,0,0.3999999999999999,-0.8660203251420379,0.0,0.22895004087219,0,0.0,-0.9997612685730458,-0.8140208721160889,0.1857403964569569,8097,8.999372396592106,55,13,21,2
217,7,7,True,-0.6411211558650658,0,0,0,0.1999999999999999,0.9098585073819144,0.0671106037618125,-1.5509796632469803,0,0.0,-0.999768518641505,-0.7778770327568054,0.2218914858846995,7336,8.900685318713995,52,14,18,2
218,7,8,True,-0.5455209049786076,0,0,0,0.7999999999999999,-0.8660203251420379,0.0,0.3204994201634302,0,0.0,-0.999530825357826,-0.7469120621681213,0.2526187631897048,119,4.787491742782046,53,21,21,2
219,7,9,True,-0.5297450857713044,1,0,1,0.3999999999999999,-0.8660203251420379,0.0,0.3362752393707334,1,0.3362752393707334,-0.99946867101966,-0.7068676948547363,0.2926009761649236,52,3.970291913552122,50,24,18,2
220,7,10,True,-0.5021250971522591,3,3,0,0.316227766016838,-0.8660203251420379,0.0,0.3638952279897788,0,0.0,-0.9996779629931724,-0.4554041624069214,0.544273800586251,579,6.363028103540465,45,19,13,2
221,7,11,True,-0.4965448102596373,1,3,1,0.7378647873726218,-0.8660203251420379,0.0,0.3694755148824005,1,0.3694755148824005,-0.9996741570298648,-0.6041157841682434,0.3955583728616214,2956,7.9919305198524775,44,20,12,3
222,7,12,True,-0.5021346299188519,2,2,0,0.7999999999999999,-0.8660203251420379,0.0,0.3638856952231859,0,0.0,-0.9996915806100264,-0.4562239646911621,0.5434676159188644,4697,8.454892165218858,45,21,13,2
223,7,13,True,-0.4617604241778832,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4042599009641546,0,0.0,-0.999798023739096,-0.5104015469551086,0.4893964767839873,885,6.786716950605081,40,26,16,2
224,7,14,True,-0.4558422493309628,3,3,0,0.7999999999999999,-0.8660203251420379,0.0,0.410178075811075,0,0.0,-0.9997929010389168,-0.2922715246677398,0.7075213763711771,476,6.1675164908883415,39,27,15,2
225,7,15,True,-0.4496519044363165,3,3,0,1.0,-0.8660203251420379,0.0,0.4163684207057213,0,0.0,-0.9997903567974608,-0.3916906118392944,0.6080997449581664,2030,7.616283561580385,38,28,14,3
226,7,16,True,-0.4433561946348205,1,1,0,0.7999999999999999,-0.8660203251420379,0.0,0.4226641305072173,0,0.0,-0.9997874120746602,-0.4266344606876373,0.5731529513870228,22930,10.040244985890988,37,29,13,2
227,7,17,True,0.2282851313631043,3,3,0,0.632455532033676,0.9385602077137538,0.0384568987781592,-0.7102750763506495,0,0.0,-0.2047016983984329,-0.2605246007442474,0.0558229023458144,679,6.522092798170152,42,32,19,2
228,7,18,True,0.242013517762858,3,3,0,0.7999999999999999,0.9385602077137538,0.0384568987781592,-0.6965466899508957,0,0.0,-0.1957452467288319,-0.1989715695381164,0.0032263228092845,4610,8.436200032206706,41,33,18,3
229,7,19,True,0.2564470194307167,0,0,0,1.0,0.9397886150942288,0.0372321955028651,-0.683341595663512,0,0.0,-0.1863962675293635,-0.2289440035820007,0.0425477360526371,5200,8.556606193773073,40,34,17,2
230,7,20,True,0.3199842440990898,1,0,1,-0.6000000000000001,0.9429698638368402,0.03406177942812,-0.6229856197377504,0,0.0,-0.1556465168211203,-0.170813649892807,0.0151671330716866,2070,7.635786861395585,35,39,12,2
231,7,21,True,0.343462719457174,3,3,0,0.948683298050514,0.9463150605010388,0.030730388856687,-0.6028523410438648,0,0.0,-0.0859111031482038,-0.0684415325522422,0.0174695705959616,3324,8.109224953089955,36,40,13,2
232,7,22,True,0.3583996529285838,1,1,0,0.7999999999999999,0.9463150605010388,0.030730388856687,-0.587915407572455,0,0.0,-0.0755356956145334,-0.1160576418042182,0.0405219461896848,3424,8.138856750696325,35,41,12,2
233,7,23,True,0.3773995065191986,1,3,1,0.2108185106778919,0.9463150605010388,0.030730388856687,-0.5689155539818401,0,0.0,-0.0552370626554147,0.0228808298707008,0.0781178925261155,4,1.6094379124341003,34,46,12,2
234,7,24,True,0.3867814023777276,1,1,0,0.7745966692414834,0.948404370499957,0.0286513339657225,-0.5616229681222293,0,0.0,-0.0454446537467388,0.026494987308979,0.0719396410557179,5,1.791759469228055,33,47,11,2
243,8,3,True,-0.6518910013860298,3,2,1,0.2581988897471611,0.9027934695893868,0.0741695199424968,-1.5546844709754168,0,0.0,-0.9997618020297712,-0.7692127823829651,0.230549019646806,1,0.6931471805599453,53,15,17,2
244,8,4,True,-0.6483747491023738,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.217645576039664,0,0.0,-0.9997589369233212,-0.7552013993263245,0.2445575375969967,28,3.367295829986474,54,14,18,2
245,8,5,True,-0.644561200516395,3,3,0,0.1999999999999999,-0.8660203251420379,0.0,0.2214591246256428,0,0.0,-0.9997561493284176,-0.6959783434867859,0.3037778058416318,1166,7.062191632286556,55,13,19,3
246,8,6,True,-0.6411045883746725,0,0,0,0.632455532033676,0.9098585073819144,0.0671106037618125,-1.550963095756587,0,0.0,-0.9997619868713408,-0.7315372228622437,0.2682247640090972,3263,8.090708716083997,56,14,20,2
247,8,7,True,-0.6450560714468386,0,0,0,0.316227766016838,-0.8660203251420379,0.0,0.2209642536951992,0,0.0,-0.999770680563573,-0.840965986251831,0.1588046943117419,2303,7.742402021815782,51,15,17,2
248,8,8,True,-0.551279916656359,0,0,0,0.7999999999999999,-0.8660203251420379,0.0,0.3147404084856788,0,0.0,-0.9995389822551144,-0.8103194236755371,0.1892195585795772,67,4.219507705176107,54,20,20,2
249,8,9,True,-0.5241313912854342,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.3418889338566037,1,0.3418889338566037,-0.9993832436608846,-0.566327691078186,0.4330555525826985,87,4.477336814478207,49,25,17,2
250,8,10,True,-0.5187606677197844,1,2,1,0.3999999999999999,-0.8660203251420379,0.0,0.3472596574222535,1,0.3472596574222535,-0.9993742459888656,-0.8273014426231384,0.172072803365727,123,4.820281565605037,48,26,16,2
251,8,11,True,-0.490905939238684,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.3751143859033539,0,0.0,-0.999576290267418,-0.5873415470123291,0.4122347432550888,1851,7.524021415206125,43,21,11,3
252,8,12,True,-0.4852189718000852,1,1,0,0.7999999999999999,-0.8660203251420379,0.0,0.3808013533419526,0,0.0,-0.9997186039457734,-0.7264924645423889,0.2732261394033844,684,6.529418838262226,42,22,12,2
253,8,13,True,-0.4675913977501592,0,0,0,0.7999999999999999,-0.8660203251420379,0.0,0.3984289273918787,0,0.0,-0.9997990987824898,-0.5863417983055115,0.4134573004769784,927,6.833031732786201,41,25,15,2
255,8,15,True,-0.4557760337649337,0,0,0,0.3999999999999999,-0.8660203251420379,0.0,0.4102442913771041,0,0.0,-0.9997914045244916,-0.490953654050827,0.5088377504736645,377,5.934894195619588,39,29,13,2
256,8,16,True,-0.437098066158457,1,0,1,-0.6000000000000001,-0.8660203251420379,0.0,0.4289222589835809,1,0.4289222589835809,-0.9997848406272288,-0.4146739542484283,0.5851108863788004,22303,10.012521313560251,36,30,12,2
259,8,19,True,0.3196809015241734,3,3,0,0.7745966692414834,0.9436255230574144,0.0334086088103013,-0.623944621533241,0,0.0,-0.2906707116511621,-0.1334402859210968,0.1572304257300653,7,2.0794415416798357,35,41,12,2
260,8,20,True,0.3352326963965757,1,1,0,0.948683298050514,0.9157832656923504,0.0611920683435855,-0.5805505692957746,0,0.0,-0.2823585739078947,-0.1617275178432464,0.1206310560646483,207,5.337538079701318,34,40,11,3
261,8,21,True,0.3592855519970583,3,3,0,0.632455532033676,0.9463150605010388,0.030730388856687,-0.5870295085039805,0,0.0,-0.1601898439874796,-0.107883833348751,0.0523060106387285,107,4.68213122712422,33,43,10,2
262,8,22,True,0.3737041499560954,1,1,0,0.3999999999999999,0.9463150605010388,0.030730388856687,-0.5726109105449433,0,0.0,-0.0647224219723912,-0.0778630897402763,0.013140667767885,3277,8.094988759303774,34,42,11,3
263,8,23,True,0.3913126326219002,1,3,1,0.7378647873726218,0.948404370499957,0.0286513339657225,-0.5570917378780568,0,0.0,-0.0448322099406595,0.0282774195075035,0.0731096294481631,91,4.5217885770490405,33,45,11,3
264,8,24,True,0.4066367422517788,1,1,0,0.7745966692414834,0.9477009228049574,0.0293511662505975,-0.5410641805531786,0,0.0,-0.0343650163451419,0.0435069426894187,0.0778719590345607,129,4.867534450455582,32,46,10,3
276,9,6,True,-0.6492543454568148,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.216765979685223,0,0.0,-0.9997496943472176,-0.9565609097480774,0.0431887845991402,11,2.4849066497880004,49,17,15,3
277,9,7,True,-0.6457114602941997,0,0,0,1.0,0.9098585073819144,0.0671106037618125,-1.555569967676114,0,0.0,-0.999767308316807,-0.8290092349052429,0.1707580734115641,373,5.924255797414532,50,16,16,3
278,9,8,True,-0.5560796303735788,0,0,0,0.948683298050514,-0.8660203251420379,0.0,0.3099406947684591,0,0.0,-0.9995467460498714,-0.873389720916748,0.1261570251331233,34,3.5553480614894135,53,19,19,2
279,9,9,True,-0.5078561608978046,1,3,1,0.7378647873726218,-0.8660203251420379,0.0,0.3581641642442332,1,0.3581641642442332,-0.9992844047077232,-0.8604894876480103,0.1387949170597128,90,4.51085950651685,46,24,14,2
280,9,10,True,-0.5129129007944857,2,0,1,0.2108185106778919,-0.8660203251420379,0.0,0.3531074243475521,1,0.3531074243475521,-0.9993397916541767,-0.6091629862785339,0.3901768053756429,71,4.276666119016055,47,25,15,2
281,9,11,True,-0.4867110755410819,1,0,1,0.2108185106778919,-0.8660203251420379,0.0,0.3793092496009559,1,0.3793092496009559,-0.9994876373041508,-0.7399373650550842,0.2595502722490667,1244,7.126890808898808,42,22,10,2
282,9,12,True,-0.4794712295174945,3,2,1,-0.2108185106778919,-0.8660203251420379,0.0,0.3865490956245433,1,0.3865490956245433,-0.9997829214239292,-0.4459379017353058,0.5538450196886235,477,6.169610732491456,41,23,13,2
283,9,13,True,-0.4736787717991432,0,0,0,1.0,-0.8660203251420379,0.0,0.3923415533428946,0,0.0,-0.9997823461917732,-0.5830320715904236,0.4167502746013497,523,6.261491684321042,40,24,14,3
285,9,15,True,-0.4616452929731531,0,0,0,0.948683298050514,-0.8660203251420379,0.0,0.4043750321688847,0,0.0,-0.9997748141297236,-0.5493037104606628,0.4504711036690607,57,4.060443010546419,38,28,12,2
286,9,16,True,-0.4309067046138745,1,0,1,-0.6000000000000001,-0.8660203251420379,0.0,0.4351136205281634,1,0.4351136205281634,-0.999718963776964,-0.4697324335575104,0.5299865302194537,1570,7.359467638255621,35,31,11,2
290,9,20,True,0.3503465884234817,3,3,0,0.632455532033676,0.9463150605010388,0.030730388856687,-0.5959684720775571,0,0.0,-0.2777466379516705,-0.1129105165600776,0.1648361213915928,213,5.365976015021851,33,41,10,2
291,9,21,True,0.3660539678957236,3,3,0,0.632455532033676,0.9463150605010388,0.030730388856687,-0.5802610926053151,0,0.0,-0.2696716218454681,-0.1123178377747535,0.1573537840707145,365,5.902633333401366,32,42,9,4
292,9,22,True,0.3896220596330793,3,3,0,1.0,0.948404370499957,0.0286513339657225,-0.5587823108668777,0,0.0,-0.0514292453377652,-0.0370349362492561,0.0143943090885091,3431,8.140898460607852,33,43,10,3
293,9,23,True,0.4059473506169075,3,3,0,1.0,0.9477009228049574,0.0293511662505975,-0.54175357218805,0,0.0,-0.034533325721219,0.0097314938902854,0.0442648196115045,3365,8.121480374750751,32,44,10,3
294,9,24,True,0.4221103127427769,1,1,0,0.3999999999999999,0.948404370499957,0.0286513339657225,-0.52629405775718,0,0.0,-0.0232046573342824,0.0006783828139305,0.0238830401482129,3402,8.132412674500905,31,45,9,3
306,10,6,True,-0.6539154169664331,0,0,0,0.7745966692414834,-0.8660203251420379,0.0,0.2121049081756048,0,0.0,-0.999674919448488,-1.0160068273544312,0.016331907905943,4,1.6094379124341003,48,18,16,2
307,10,7,True,-0.565349493571738,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.3006708315702998,1,0.3006708315702998,-0.9995728419370704,-0.7190445065498352,0.2805283353872352,22,3.1354942159291497,51,17,17,2
308,10,8,True,-0.5607500177933845,0,3,1,0.1054092553389459,-0.8660203251420379,0.0,0.3052703073486533,1,0.3052703073486533,-0.9995628046319596,-0.7426890730857849,0.2568737315461746,27,3.332204510175204,52,18,18,2
309,10,9,True,-0.502528400962786,1,0,1,0.2108185106778919,-0.8660203251420379,0.0,0.3634919241792519,1,0.3634919241792519,-0.9992312772859612,-0.8995814323425293,0.0996498449434319,59,4.0943445622221,45,23,13,2
310,10,10,True,-0.4875732346456151,3,1,1,0.7378647873726218,-0.8660203251420379,0.0,0.3784470904964228,1,0.3784470904964228,-0.998117751307553,-0.8789497017860413,0.1191680495215117,46,3.8501476017100584,42,24,10,2
311,10,11,True,-0.4811232970998357,3,2,1,0.1054092553389459,-0.8660203251420379,0.0,0.3848970280422021,1,0.3848970280422021,-0.998074014149628,-0.6989006400108337,0.2991733741387942,1694,7.43543801981455,41,23,9,4
312,10,12,True,-0.4749096174370856,1,2,1,0.3999999999999999,-0.8660203251420379,0.0,0.3911107077049522,1,0.3911107077049522,-0.9979509605115404,-0.8704609274864197,0.1274900330251208,1417,7.257002707092073,40,24,8,2
313,10,13,True,-0.4791392270133111,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.3868810981287267,0,0.0,-0.9995003995571754,-0.6145780086517334,0.384922390905442,74,4.31748811353631,39,25,13,3
314,10,14,True,-0.4738846487339188,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.392135676408119,0,0.0,-0.999461571852426,-0.3757283091545105,0.6237332626979156,44,3.8066624897703196,38,26,12,3
315,10,15,True,-0.4681921819929572,0,0,0,0.3999999999999999,-0.8660203251420379,0.0,0.3978281431490806,0,0.0,-0.9994503617130684,-0.5557803511619568,0.4436700105511115,77,4.356708826689592,37,27,11,3
316,10,16,True,-0.4247562835180346,1,0,1,0.7378647873726218,-0.8660203251420379,0.0,0.4412640416240032,1,0.4412640416240032,-0.998612718663987,-0.5264795422554016,0.4721331764085854,91,4.5217885770490405,34,32,10,2
320,10,20,True,0.0509861233082606,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.9170064484502986,1,0.9170064484502986,-0.8205459664186805,-0.1491748392581939,0.6713711271604865,51,3.9512437185814275,32,42,9,1
321,10,21,True,0.0627560598802375,2,1,1,0.0,-0.8660203251420379,0.0,0.9287763850222752,1,0.9287763850222752,-0.8185012312042956,-0.2058741748332977,0.6126270563709979,1261,7.140453043101158,31,41,8,3
322,10,22,True,0.4014399115633185,3,3,0,0.948683298050514,0.9477009228049574,0.0293511662505975,-0.546261011241639,0,0.0,-0.0473494056746385,-0.1743396520614624,0.1269902463868238,4,1.6094379124341003,32,48,10,2
323,10,23,True,0.4226738492786455,3,3,0,0.948683298050514,0.948404370499957,0.0286513339657225,-0.5257305212213115,0,0.0,-0.0246033141259598,-0.0171429440379142,0.0074603700880455,110,4.709530201312334,31,47,9,2
324,10,24,True,0.4382505002579357,1,1,0,0.3999999999999999,0.9477009228049574,0.0293511662505975,-0.5094504225470217,0,0.0,-0.0118871470951946,-0.0432298108935356,0.0313426637983409,3473,8.153061946801051,30,46,8,3
339,11,9,True,-0.4975034357742672,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.3685168893677706,0,0.0,-0.9981680436203978,-0.6294940114021301,0.3686740322182676,3,1.3862943611198906,44,22,12,3
340,11,10,True,-0.4924277133616219,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.3735926117804159,0,0.0,-0.99811833587027,-0.5924639105796814,0.4056544252905886,48,3.8918202981106265,43,23,11,3
341,11,11,True,-0.4869540050099576,0,0,0,0.948683298050514,-0.8660203251420379,0.0,0.3790663201320802,0,0.0,-0.9980961906547416,-0.825002908706665,0.1730932819480765,801,6.687108607866515,42,24,10,3
342,11,12,True,-0.4690033260678286,1,0,1,0.3999999999999999,-0.8660203251420379,0.0,0.3970169990742092,1,0.3970169990742092,-0.9976328859339147,-0.83002108335495,0.1676118025789648,476,6.1675164908883415,39,25,7,2
343,11,13,True,-0.4854034169308654,0,0,0,0.632455532033676,-0.8660203251420379,0.0,0.3806169082111724,0,0.0,-0.9995058023075746,-0.649257481098175,0.3502483212093995,48,3.8918202981106265,40,26,14,1
344,11,14,True,-0.4450740162626696,1,3,1,0.2581988897471611,-0.8660203251420379,0.0,0.4209463088793682,1,0.4209463088793682,-0.9904088708609816,-0.7063612937927246,0.2840475770682571,1,0.6931471805599453,35,29,9,2
345,11,15,True,-0.4729230525508814,0,0,0,0.7745966692414834,-0.8660203251420379,0.0,0.3930972725911564,0,0.0,-0.9989792996375848,-0.4452835619449615,0.5536957376926231,31,3.4657359027997265,36,28,10,2
346,11,16,True,-0.4189457413856296,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4470745837564082,0,0.0,-0.9774834752475056,-0.4784790873527527,0.4990043878947529,9,2.302585092994046,33,33,9,3
347,11,17,True,-0.4130765069084527,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4529438182335851,0,0.0,-0.9770405979947632,-0.4982993900775909,0.4787412079171722,17,2.8903717578961645,32,34,9,3
348,11,18,True,-0.4066919472596201,1,1,0,0.948683298050514,-0.8660203251420379,0.0,0.4593283778824177,0,0.0,-0.9767135698042808,-0.505623459815979,0.4710901099883019,13,2.6390573296152584,31,35,8,2
349,11,19,True,-0.3995737034638141,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.4664466216782237,0,0.0,-0.9773477878818032,-0.2738900780677795,0.7034577098140236,1,0.6931471805599453,30,38,7,3
350,11,20,True,-0.3813357850927889,1,1,0,0.7745966692414834,-0.8660203251420379,0.0,0.4846845400492489,0,0.0,-0.9772147331481008,-0.3970171213150024,0.5801976118330983,1,0.6931471805599453,31,39,8,2
351,11,21,True,0.0423664688429666,0,0,0,0.1999999999999999,-0.8660203251420379,0.0,0.9083867939850044,0,0.0,-0.8320090054631716,-0.2794787287712097,0.5525302766919619,1228,7.113956109566034,30,40,7,2
352,11,22,True,0.3933015507582568,3,3,0,0.7745966692414834,0.9463150605010388,0.030730388856687,-0.553013509742782,0,0.0,-0.0501869652879691,-0.1495312452316284,0.0993442799436592,1,0.6931471805599453,33,49,11,2
353,11,23,True,0.4073753035704438,1,1,0,0.7745966692414834,0.948404370499957,0.0286513339657225,-0.5410290669295131,0,0.0,-0.0397763988890141,-0.2661187350749969,0.2263423361859828,3,1.3862943611198906,32,50,10,2
354,11,24,True,0.4549076224927855,3,3,0,0.632455532033676,0.9512899379654398,0.0257826562694375,-0.4963823154726542,0,0.0,-0.0003803612445105,-0.0091429874300956,0.008762626185585,4022,8.299783171949787,29,47,7,3
355,11,25,True,0.4716663651410644,3,3,0,1.0,0.952029638338828,0.0250479103136374,-0.4803632731977637,0,0.0,0.015782736502054,0.0247342661023139,0.0089515296002599,4056,8.308199063206446,28,48,6,3
356,11,26,True,0.4886024519491065,1,1,0,1.0,0.9512899379654398,0.0257826562694375,-0.4626874860163333,0,0.0,0.0319004761665057,0.0791413113474845,0.0472408351809788,3541,8.17244681834278,27,49,5,2
357,11,27,True,0.4668554928503866,1,1,0,0.948683298050514,0.9512899379654398,0.0257826562694375,-0.4844344451150532,0,0.0,-0.232724090769461,0.1231923475861549,0.3559164383556159,92,4.532599493153256,28,50,2,2
358,11,28,True,0.4003645287554899,1,1,0,0.948683298050514,0.9542938724347104,0.0228008331719305,-0.5539293436792205,0,0.0,-0.8046283574895476,0.2169082462787628,1.0215366037683105,105,4.663439094112067,27,51,1,3
370,12,10,True,-0.4974986202968727,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.3685217048451651,0,0.0,-0.99814670424257,-0.6805725693702698,0.3175741348723002,2,1.0986122886681098,42,26,8,2
371,12,11,True,-0.4924228492430416,0,0,0,0.632455532033676,-0.8660203251420379,0.0,0.3735974758989962,0,0.0,-0.998123305670786,-0.6899515390396118,0.308171766631174,19,2.995732273553991,43,25,9,2
372,12,12,True,-0.4636397237591588,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.402380601382879,1,0.402380601382879,-0.988593843950208,-0.5551037192344666,0.4334901247157414,31,3.4657359027997265,38,26,6,2
373,12,13,True,-0.457022005684339,1,2,1,0.7378647873726218,-0.8660203251420379,0.0,0.4089983194576988,1,0.4089983194576988,-0.9882224551612044,-0.9597476124763488,0.0284748426848554,29,3.4011973816621555,37,27,5,2
374,12,14,True,-0.4394687037539477,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.4265516213880901,1,0.4265516213880901,-0.9768913229295167,-0.4392283856868744,0.5376629372426424,2,1.0986122886681098,34,30,8,2
375,12,15,True,-0.4338067719269558,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.432213553215082,0,0.0,-0.9762712633368722,-0.6940832734107971,0.2821879899260751,7,2.0794415416798357,33,31,7,3
376,12,16,True,-0.4261908063886284,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4398295187534095,0,0.0,-0.9759179500880126,-0.5659621357917786,0.409955814296234,9,2.302585092994046,32,32,8,4
377,12,17,True,-0.4203947543862294,0,0,0,0.7745966692414834,-0.8660203251420379,0.0,0.4456255707558084,0,0.0,-0.9772357792823096,-0.38950115442276,0.5877346248595496,10,2.3978952727983707,33,33,9,2
378,12,18,True,-0.3995737034638141,3,3,0,0.632455532033676,-0.8660203251420379,0.0,0.4664466216782237,0,0.0,-0.9763822061111896,-0.2430793344974517,0.7333028716137378,12,2.5649493574615367,30,36,7,2
379,12,19,True,-0.3935087918359118,3,2,1,-0.1054092553389459,-0.8660203251420379,0.0,0.472511533306126,1,0.472511533306126,-0.9761138023771272,-0.3684547841548919,0.6076590182222352,13,2.6390573296152584,29,37,6,4
380,12,20,True,-0.3750866520419915,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.4909336731000463,0,0.0,-0.9769346616193868,-0.1627548336982727,0.8141798279211142,16,2.833213344056216,30,38,7,3
381,12,21,True,-0.3679369705246146,1,3,1,0.2108185106778919,-0.8660203251420379,0.0,0.4980833546174232,1,0.4980833546174232,-0.9767005280854096,-0.2680730819702148,0.7086274461151947,507,6.230481447578482,29,39,6,4
382,12,22,True,-0.3747154430064907,2,1,1,-0.3999999999999999,-0.8660203251420379,0.0,0.4913048821355472,1,0.4913048821355472,-0.9816444519570816,-0.3298955857753753,0.6517488661817062,3616,8.193400231952097,30,40,7,2
383,12,23,True,0.4215912155019459,3,3,0,0.632455532033676,0.948404370499957,0.0286513339657225,-0.5268131549980111,0,0.0,-0.0282124165532359,-0.1804039478302002,0.1521915312769643,76,4.343805421853684,31,49,9,3
384,12,24,True,0.4386286002402437,0,0,0,0.7999999999999999,0.9477009228049574,0.0293511662505975,-0.5090723225647137,0,0.0,-0.0131957761070421,-0.112412579357624,0.0992168032505819,735,6.601230118728877,30,48,8,2
385,12,25,True,0.455249525490965,0,0,0,0.3999999999999999,0.9512899379654398,0.0257826562694375,-0.4960404124744748,0,0.0,0.0013513842617228,-0.1240104809403419,0.1253618652020648,797,6.682108597449809,29,49,7,2
386,12,26,True,0.5054951266227093,1,3,1,0.2108185106778919,0.9512899379654398,0.0257826562694375,-0.4457948113427304,0,0.0,0.0441865504982502,0.1240552738308906,0.0798687233326403,3366,8.121777419161074,26,48,4,3
387,12,27,True,0.4898442378937828,2,3,1,0.7999999999999999,0.9542938724347104,0.0228008331719305,-0.4644496345409276,0,0.0,0.044314244411156,0.1248525604605674,0.0805383160494114,2826,7.946971357693591,27,49,3,3
388,12,28,True,0.5062635483103841,3,3,0,0.7999999999999999,0.9542938724347104,0.0228008331719305,-0.4480303241243263,0,0.0,0.0634226348640124,0.1871128380298614,0.123690203165849,2729,7.912056888179006,26,50,2,3
389,12,29,True,0.526319874112362,3,1,1,0.1999999999999999,0.956627415080722,0.0204889259287651,-0.4303075409683599,0,0.0,0.0996552971870296,0.2355889976024627,0.1359337004154331,3227,8.07961802938984,25,51,1,3
403,13,13,True,-0.4506232756463044,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4153970494957335,0,0.0,-0.9864029530319504,-0.8111088871955872,0.1752940658363633,8,2.1972245773362196,36,28,4,3
404,13,14,True,-0.4450740162626696,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.4209463088793682,0,0.0,-0.9778587868170232,-0.5289499163627625,0.4489088704542608,5,1.791759469228055,35,29,5,2
405,13,15,True,-0.4394687037539477,0,0,0,0.7745966692414834,-0.8660203251420379,0.0,0.4265516213880901,0,0.0,-0.9765810875368708,-0.5225113034248352,0.4540697841120354,5,1.791759469228055,34,30,6,2
406,13,16,True,-0.4653335515569236,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4006867735851142,0,0.0,-0.9722022281389217,-0.5917535424232483,0.3804486857156732,4,1.6094379124341003,31,33,8,3
407,13,17,True,-0.4599328809700984,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.4060874441719395,0,0.0,-0.9736118652468974,-0.3390859067440033,0.6345259585028941,3,1.3862943611198906,30,34,7,2
